Date,City,Latitude,Longitude,City_Type,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,Pressure,AQI,Year,Month,Day,DayOfWeek,Season
2024-07-06,Ahmedabad,23.0225,72.5714,industrial,37.32,73.47,15.33,5.63,0.8,12.11,30.1,59.4,12.9,1007.1,76,2024,7,6,5,Monsoon
2024-07-06,Jaipur,26.9124,75.7873,desert,38.59,56.47,16.97,4.47,0.62,17.07,31.4,63.6,16.0,1008.4,63,2024,7,6,5,Monsoon
2024-07-06,Lucknow,26.8467,80.9462,plains,26.2,60.05,18.77,6.64,0.66,13.77,30.0,75.3,23.6,1011.2,55,2024,7,6,5,Monsoon
2024-07-07,Delhi,28.6139,77.209,metropolitan,52.13,59.3,19.14,7.73,0.64,12.09,31.4,63.0,10.0,1000.3,95,2024,7,7,6,Monsoon
2024-07-07,Mumbai,19.076,72.8777,coastal,25.17,54.18,13.01,6.12,0.49,15.79,33.0,88.2,6.1,1008.4,55,2024,7,7,6,Monsoon
2024-07-07,Bengaluru,12.9716,77.5946,IT_hub,30.63,36.51,14.06,3.52,0.49,13.34,26.7,95.0,5.1,1014.1,53,2024,7,7,6,Monsoon
2024-07-07,Chennai,13.0827,80.2707,coastal,28.99,66.39,13.88,5.02,0.5,15.03,35.0,87.3,8.2,1004.5,67,2024,7,7,6,Monsoon
2024-07-07,Kolkata,22.5726,88.3639,metropolitan,35.72,85.29,20.06,6.18,0.87,14.27,32.1,95.0,13.9,1016.9,91,2024,7,7,6,Monsoon
2024-07-07,Hyderabad,17.385,78.4867,mixed,30.45,56.98,13.53,3.74,0.57,14.18,29.9,92.6,7.4,1002.6,62,2024,7,7,6,Monsoon
2024-07-07,Pune,18.5204,73.8567,mixed,23.48,42.11,10.48,3.33,0.48,12.36,25.7,66.6,11.4,1005.3,44,2024,7,7,6,Monsoon
2024-07-07,Ahmedabad,23.0225,72.5714,industrial,29.77,54.57,15.77,5.14,0.67,10.61,30.6,82.3,10.5,1014.0,56,2024,7,7,6,Monsoon
2024-07-07,Jaipur,26.9124,75.7873,desert,25.32,40.1,13.96,3.49,0.34,10.34,29.6,76.7,20.7,1002.7,41,2024,7,7,6,Monsoon
2024-07-07,Lucknow,26.8467,80.9462,plains,29.18,48.01,16.79,4.45,0.51,10.89,31.6,84.9,25.0,1017.2,53,2024,7,7,6,Monsoon
2024-07-08,Delhi,28.6139,77.209,metropolitan,48.86,119.15,25.78,9.5,1.01,16.08,32.1,66.1,17.6,1014.6,127,2024,7,8,0,Monsoon
2024-07-08,Mumbai,19.076,72.8777,coastal,45.94,93.59,15.34,5.8,0.96,17.91,33.3,95.0,19.3,1009.7,100,2024,7,8,0,Monsoon
2024-07-08,Bengaluru,12.9716,77.5946,IT_hub,28.27,64.65,16.46,5.41,0.44,16.38,26.7,87.3,18.1,1001.1,67,2024,7,8,0,Monsoon
2024-07-08,Chennai,13.0827,80.2707,coastal,39.06,53.51,17.17,4.94,0.53,19.55,32.3,95.0,12.5,1001.2,59,2024,7,8,0,Monsoon
2024-07-08,Kolkata,22.5726,88.3639,metropolitan,50.26,73.53,21.21,6.33,0.68,20.97,30.3,95.0,16.3,1003.6,80,2024,7,8,0,Monsoon
2024-07-08,Hyderabad,17.385,78.4867,mixed,35.63,50.27,13.34,5.07,0.66,12.04,32.9,94.9,19.5,1014.1,57,2024,7,8,0,Monsoon
2024-07-08,Pune,18.5204,73.8567,mixed,21.7,58.61,11.79,3.79,0.39,12.51,30.7,68.1,14.9,1019.5,64,2024,7,8,0,Monsoon
2024-07-08,Ahmedabad,23.0225,72.5714,industrial,43.38,78.76,20.52,6.91,0.75,18.92,29.9,60.2,11.2,1012.0,83,2024,7,8,0,Monsoon
2024-07-08,Jaipur,26.9124,75.7873,desert,40.19,54.03,22.12,6.2,0.81,16.2,33.6,65.3,5.6,1004.6,69,2024,7,8,0,Monsoon
2024-07-08,Lucknow,26.8467,80.9462,plains,47.24,73.71,25.74,7.71,0.94,21.55,30.7,77.8,15.6,1017.7,82,2024,7,8,0,Monsoon
2024-07-09,Delhi,28.6139,77.209,metropolitan,35.54,103.52,16.26,6.94,0.77,14.07,28.4,89.6,22.2,1003.7,103,2024,7,9,1,Monsoon
2024-07-09,Mumbai,19.076,72.8777,coastal,30.12,47.84,12.75,4.4,0.71,11.68,34.5,95.0,23.0,1015.2,48,2024,7,9,1,Monsoon
2024-07-09,Bengaluru,12.9716,77.5946,IT_hub,28.74,54.0,17.78,4.23,0.62,14.26,31.8,80.2,15.3,1003.9,54,2024,7,9,1,Monsoon
2024-07-09,Chennai,13.0827,80.2707,coastal,42.15,76.04,19.33,6.4,0.56,13.17,32.6,95.0,16.8,1017.7,75,2024,7,9,1,Monsoon
2024-07-09,Kolkata,22.5726,88.3639,metropolitan,54.4,102.22,22.69,7.86,0.92,20.32,29.9,90.5,6.5,1016.0,102,2024,7,9,1,Monsoon
2024-07-09,Hyderabad,17.385,78.4867,mixed,21.26,53.79,12.75,3.58,0.53,10.86,28.0,81.1,24.9,1009.0,55,2024,7,9,1,Monsoon
2024-07-09,Pune,18.5204,73.8567,mixed,26.03,39.42,11.54,3.56,0.42,16.06,30.6,76.0,8.7,1005.7,44,2024,7,9,1,Monsoon
2024-07-09,Ahmedabad,23.0225,72.5714,industrial,33.93,61.04,14.71,5.94,0.69,10.49,32.7,79.9,21.8,1015.7,62,2024,7,9,1,Monsoon
2024-07-09,Jaipur,26.9124,75.7873,desert,40.53,71.22,19.45,5.46,0.65,17.44,30.0,68.2,5.6,1009.2,69,2024,7,9,1,Monsoon
2024-07-09,Lucknow,26.8467,80.9462,plains,55.49,90.03,24.23,5.94,0.73,20.62,27.3,86.8,5.9,1016.9,100,2024,7,9,1,Monsoon
2024-07-10,Delhi,28.6139,77.209,metropolitan,38.51,63.71,23.77,5.36,0.66,12.42,30.0,71.0,24.9,1001.2,70,2024,7,10,2,Monsoon
2024-07-10,Mumbai,19.076,72.8777,coastal,42.93,65.38,23.35,5.38,0.75,16.43,33.2,81.0,12.8,1014.3,78,2024,7,10,2,Monsoon
2024-07-10,Bengaluru,12.9716,77.5946,IT_hub,22.73,42.46,16.24,5.13,0.55,12.01,27.7,77.6,11.1,1017.0,46,2024,7,10,2,Monsoon
2024-07-10,Chennai,13.0827,80.2707,coastal,39.3,64.58,14.16,4.97,0.77,14.4,33.5,86.5,9.8,1016.7,59,2024,7,10,2,Monsoon
2024-07-10,Kolkata,22.5726,88.3639,metropolitan,47.44,89.47,17.17,7.41,0.86,16.4,30.6,95.0,9.7,1007.3,84,2024,7,10,2,Monsoon
2024-07-10,Hyderabad,17.385,78.4867,mixed,27.77,43.88,14.05,3.14,0.58,13.37,32.5,75.8,21.4,1007.5,50,2024,7,10,2,Monsoon
2024-07-10,Pune,18.5204,73.8567,mixed,28.41,41.63,13.46,4.11,0.49,11.77,27.8,65.1,5.5,1013.8,46,2024,7,10,2,Monsoon
2024-07-10,Ahmedabad,23.0225,72.5714,industrial,42.31,66.55,23.41,6.24,0.91,19.44,29.0,74.4,17.7,1010.7,68,2024,7,10,2,Monsoon
2024-07-10,Jaipur,26.9124,75.7873,desert,41.17,53.9,21.84,4.92,0.81,16.85,29.1,76.3,17.0,1001.3,64,2024,7,10,2,Monsoon
2024-07-10,Lucknow,26.8467,80.9462,plains,35.36,75.29,21.94,6.97,1.07,21.85,27.2,70.5,19.0,1013.0,70,2024,7,10,2,Monsoon
2024-07-11,Delhi,28.6139,77.209,metropolitan,63.09,124.84,19.96,8.41,0.95,14.2,31.2,89.8,12.2,1015.8,133,2024,7,11,3,Monsoon
2024-07-11,Mumbai,19.076,72.8777,coastal,43.91,75.65,22.73,7.48,0.83,15.79,34.9,95.0,19.0,1007.1,76,2024,7,11,3,Monsoon
2024-07-11,Bengaluru,12.9716,77.5946,IT_hub,26.73,56.76,12.62,5.03,0.53,15.23,27.4,78.6,14.4,1010.5,57,2024,7,11,3,Monsoon
2024-07-11,Chennai,13.0827,80.2707,coastal,32.27,75.62,15.14,5.68,0.51,17.85,35.0,81.6,9.6,1005.3,71,2024,7,11,3,Monsoon
2024-07-11,Kolkata,22.5726,88.3639,metropolitan,50.76,92.26,21.58,7.64,0.67,21.67,32.8,95.0,18.3,1011.6,99,2024,7,11,3,Monsoon
2024-07-11,Hyderabad,17.385,78.4867,mixed,40.56,77.89,16.88,4.11,0.54,13.63,31.8,88.5,10.6,1014.3,75,2024,7,11,3,Monsoon
2024-07-11,Pune,18.5204,73.8567,mixed,31.41,61.67,16.28,4.39,0.51,13.79,29.6,90.3,11.4,1010.9,60,2024,7,11,3,Monsoon
2024-07-11,Ahmedabad,23.0225,72.5714,industrial,25.8,59.65,13.42,5.75,0.52,15.72,34.1,67.7,21.0,1006.0,59,2024,7,11,3,Monsoon
2024-07-11,Jaipur,26.9124,75.7873,desert,43.64,59.1,20.23,5.8,0.57,17.95,28.3,53.6,5.4,1003.4,77,2024,7,11,3,Monsoon
2024-07-11,Lucknow,26.8467,80.9462,plains,44.01,84.0,15.26,5.13,0.65,16.95,29.2,81.1,21.1,1003.3,77,2024,7,11,3,Monsoon
2024-07-12,Delhi,28.6139,77.209,metropolitan,66.82,84.22,23.75,7.72,0.83,15.09,31.5,80.5,15.0,1006.4,117,2024,7,12,4,Monsoon
2024-07-12,Mumbai,19.076,72.8777,coastal,32.43,78.18,23.65,7.68,0.72,15.18,31.3,95.0,10.0,1008.1,77,2024,7,12,4,Monsoon
2024-07-12,Bengaluru,12.9716,77.5946,IT_hub,32.68,44.56,14.64,4.64,0.48,15.04,26.8,90.4,18.3,1019.8,54,2024,7,12,4,Monsoon
2024-07-12,Chennai,13.0827,80.2707,coastal,30.21,80.39,17.56,5.32,0.64,12.4,34.7,95.0,15.3,1002.9,84,2024,7,12,4,Monsoon
2024-07-12,Kolkata,22.5726,88.3639,metropolitan,53.7,94.29,24.99,5.89,0.85,19.44,32.4,88.7,19.8,1007.2,103,2024,7,12,4,Monsoon
2024-07-12,Hyderabad,17.385,78.4867,mixed,26.13,37.57,14.49,4.69,0.55,11.88,28.0,66.6,23.3,1006.5,43,2024,7,12,4,Monsoon
2024-07-12,Pune,18.5204,73.8567,mixed,31.2,47.19,15.33,3.34,0.6,10.38,27.0,64.1,5.4,1004.6,52,2024,7,12,4,Monsoon
2024-07-12,Ahmedabad,23.0225,72.5714,industrial,46.67,92.05,22.12,7.05,0.99,16.57,32.4,58.6,8.6,1015.1,100,2024,7,12,4,Monsoon
2024-07-12,Jaipur,26.9124,75.7873,desert,40.82,76.17,19.67,5.05,0.82,14.31,29.1,62.2,19.0,1000.2,73,2024,7,12,4,Monsoon
2024-07-12,Lucknow,26.8467,80.9462,plains,55.47,111.61,23.66,7.93,0.95,14.9,27.6,85.3,17.3,1004.9,120,2024,7,12,4,Monsoon
2024-07-13,Delhi,28.6139,77.209,metropolitan,50.79,103.53,23.03,7.74,0.73,19.48,32.0,89.8,6.0,1013.9,97,2024,7,13,5,Monsoon
2024-07-13,Mumbai,19.076,72.8777,coastal,42.77,56.81,15.09,6.44,0.76,14.87,35.3,83.6,18.6,1005.3,68,2024,7,13,5,Monsoon
2024-07-13,Bengaluru,12.9716,77.5946,IT_hub,26.72,57.78,14.14,3.27,0.56,11.95,28.2,72.2,11.4,1018.6,61,2024,7,13,5,Monsoon
2024-07-13,Chennai,13.0827,80.2707,coastal,29.04,42.91,12.95,3.17,0.53,10.12,31.1,91.5,20.3,1000.7,49,2024,7,13,5,Monsoon
2024-07-13,Kolkata,22.5726,88.3639,metropolitan,50.41,92.72,21.32,7.79,0.76,14.91,30.9,89.1,15.3,1019.2,86,2024,7,13,5,Monsoon
2024-07-13,Hyderabad,17.385,78.4867,mixed,29.44,46.06,12.83,5.33,0.43,13.14,33.1,67.9,9.8,1003.2,44,2024,7,13,5,Monsoon
2024-07-13,Pune,18.5204,73.8567,mixed,20.49,27.65,10.93,3.14,0.38,10.02,29.3,69.1,21.6,1008.4,36,2024,7,13,5,Monsoon
2024-07-13,Ahmedabad,23.0225,72.5714,industrial,30.89,59.58,17.21,3.45,0.47,14.72,34.9,84.8,22.6,1003.4,64,2024,7,13,5,Monsoon
2024-07-13,Jaipur,26.9124,75.7873,desert,37.46,69.14,16.57,4.67,0.78,15.4,29.9,64.9,19.0,1017.0,74,2024,7,13,5,Monsoon
2024-07-13,Lucknow,26.8467,80.9462,plains,35.42,77.61,22.05,6.25,1.0,15.07,31.4,83.3,18.4,1017.3,78,2024,7,13,5,Monsoon
2024-07-14,Delhi,28.6139,77.209,metropolitan,50.5,95.12,23.8,7.55,0.76,12.06,28.7,80.4,16.6,1001.4,100,2024,7,14,6,Monsoon
2024-07-14,Mumbai,19.076,72.8777,coastal,38.78,58.05,15.29,4.3,0.67,15.02,35.1,87.4,17.4,1001.2,60,2024,7,14,6,Monsoon
2024-07-14,Bengaluru,12.9716,77.5946,IT_hub,15.9,39.06,8.37,3.33,0.4,7.56,28.0,77.4,23.9,1016.2,35,2024,7,14,6,Monsoon
2024-07-14,Chennai,13.0827,80.2707,coastal,26.15,53.64,13.84,3.0,0.33,8.23,33.3,81.0,20.4,1016.2,57,2024,7,14,6,Monsoon
2024-07-14,Kolkata,22.5726,88.3639,metropolitan,38.05,58.48,19.0,5.12,0.8,16.91,33.6,81.1,14.7,1013.3,59,2024,7,14,6,Monsoon
2024-07-14,Hyderabad,17.385,78.4867,mixed,23.04,44.25,15.31,4.59,0.47,11.48,33.6,66.3,5.6,1015.7,42,2024,7,14,6,Monsoon
2024-07-14,Pune,18.5204,73.8567,mixed,25.62,34.47,11.9,3.24,0.35,8.55,29.0,71.2,16.0,1018.4,39,2024,7,14,6,Monsoon
2024-07-14,Ahmedabad,23.0225,72.5714,industrial,28.37,62.06,14.71,4.75,0.58,13.27,31.2,61.6,9.4,1001.6,66,2024,7,14,6,Monsoon
2024-07-14,Jaipur,26.9124,75.7873,desert,17.9,44.4,11.54,4.4,0.47,10.42,33.8,57.0,23.8,1016.8,46,2024,7,14,6,Monsoon
2024-07-14,Lucknow,26.8467,80.9462,plains,42.97,77.84,15.86,5.02,0.76,17.26,30.9,79.7,16.6,1009.1,71,2024,7,14,6,Monsoon
2024-07-15,Delhi,28.6139,77.209,metropolitan,50.95,65.79,22.54,6.65,0.73,16.39,27.1,77.9,24.0,1000.7,92,2024,7,15,0,Monsoon
2024-07-15,Mumbai,19.076,72.8777,coastal,36.35,49.0,13.02,5.88,0.62,16.0,35.7,81.0,20.1,1004.9,67,2024,7,15,0,Monsoon
2024-07-15,Bengaluru,12.9716,77.5946,IT_hub,22.86,43.5,13.97,4.44,0.58,15.33,28.4,70.3,11.5,1001.2,39,2024,7,15,0,Monsoon
2024-07-15,Chennai,13.0827,80.2707,coastal,38.47,82.55,19.11,4.59,0.72,14.82,34.2,95.0,15.6,1002.0,87,2024,7,15,0,Monsoon
2024-07-15,Kolkata,22.5726,88.3639,metropolitan,56.84,97.2,23.09,7.09,1.06,15.0,34.9,86.9,17.0,1013.2,103,2024,7,15,0,Monsoon
2024-07-15,Hyderabad,17.385,78.4867,mixed,24.58,56.52,20.56,5.85,0.65,12.7,30.6,75.6,19.7,1012.9,52,2024,7,15,0,Monsoon
2024-07-15,Pune,18.5204,73.8567,mixed,22.77,42.24,16.9,4.22,0.52,16.32,27.7,92.9,6.4,1014.1,46,2024,7,15,0,Monsoon
2024-07-15,Ahmedabad,23.0225,72.5714,industrial,35.11,80.7,23.1,6.82,0.87,13.26,33.9,71.8,17.4,1000.4,81,2024,7,15,0,Monsoon
2024-07-15,Jaipur,26.9124,75.7873,desert,22.0,46.48,11.77,4.87,0.44,13.41,31.5,56.5,23.8,1019.9,50,2024,7,15,0,Monsoon
2024-07-15,Lucknow,26.8467,80.9462,plains,42.71,79.47,24.21,7.27,0.77,19.56,29.6,78.4,18.5,1000.4,72,2024,7,15,0,Monsoon
2024-07-16,Delhi,28.6139,77.209,metropolitan,40.55,84.42,29.97,7.26,0.91,15.35,30.4,63.6,12.4,1012.6,78,2024,7,16,1,Monsoon
2024-07-16,Mumbai,19.076,72.8777,coastal,35.65,88.66,20.27,6.85,0.95,17.7,31.4,95.0,9.2,1010.0,88,2024,7,16,1,Monsoon
2024-07-16,Bengaluru,12.9716,77.5946,IT_hub,25.67,55.7,17.72,4.83,0.43,12.59,26.4,76.5,15.2,1019.1,56,2024,7,16,1,Monsoon
2024-07-16,Chennai,13.0827,80.2707,coastal,37.66,77.29,18.65,4.67,0.69,18.13,32.2,95.0,13.8,1003.3,80,2024,7,16,1,Monsoon
2024-07-16,Kolkata,22.5726,88.3639,metropolitan,36.81,54.51,16.89,4.67,0.84,13.35,33.8,93.8,21.3,1010.0,56,2024,7,16,1,Monsoon
2024-07-16,Hyderabad,17.385,78.4867,mixed,28.68,73.64,19.29,4.11,0.6,15.67,31.9,80.7,15.8,1018.2,77,2024,7,16,1,Monsoon
2024-07-16,Pune,18.5204,73.8567,mixed,28.34,50.22,13.01,4.55,0.52,11.83,25.4,69.2,15.6,1009.0,47,2024,7,16,1,Monsoon
2024-07-16,Ahmedabad,23.0225,72.5714,industrial,32.03,76.88,21.37,5.83,0.64,16.99,33.0,58.7,13.0,1007.2,69,2024,7,16,1,Monsoon
2024-07-16,Jaipur,26.9124,75.7873,desert,32.79,51.48,20.92,6.54,0.69,19.83,33.0,73.1,8.2,1000.5,52,2024,7,16,1,Monsoon
2024-07-16,Lucknow,26.8467,80.9462,plains,55.41,100.82,19.02,7.35,0.72,15.09,30.8,90.3,18.9,1005.6,97,2024,7,16,1,Monsoon
2024-07-17,Delhi,28.6139,77.209,metropolitan,55.12,88.15,28.76,7.93,0.93,19.06,28.0,67.7,18.3,1014.7,90,2024,7,17,2,Monsoon
2024-07-17,Mumbai,19.076,72.8777,coastal,47.77,70.6,22.0,7.74,0.68,17.05,32.7,88.1,16.6,1017.4,73,2024,7,17,2,Monsoon
2024-07-17,Bengaluru,12.9716,77.5946,IT_hub,27.73,63.68,17.18,4.76,0.63,12.93,30.4,92.7,14.4,1010.0,63,2024,7,17,2,Monsoon
2024-07-17,Chennai,13.0827,80.2707,coastal,28.61,56.12,12.95,4.0,0.43,14.82,35.9,79.9,21.4,1004.3,56,2024,7,17,2,Monsoon
2024-07-17,Kolkata,22.5726,88.3639,metropolitan,51.91,85.6,18.93,8.11,0.69,13.52,30.6,90.4,13.0,1005.0,84,2024,7,17,2,Monsoon
2024-07-17,Hyderabad,17.385,78.4867,mixed,35.08,46.8,17.17,5.03,0.74,17.33,32.7,75.1,12.8,1018.4,57,2024,7,17,2,Monsoon
2024-07-17,Pune,18.5204,73.8567,mixed,20.29,39.92,13.68,4.47,0.37,10.15,29.1,69.6,13.1,1017.3,36,2024,7,17,2,Monsoon
2024-07-17,Ahmedabad,23.0225,72.5714,industrial,34.94,60.62,14.45,5.57,0.62,11.48,32.0,74.2,23.7,1018.9,57,2024,7,17,2,Monsoon
2024-07-17,Jaipur,26.9124,75.7873,desert,28.26,70.61,16.49,6.52,0.65,13.71,31.0,72.6,12.0,1012.0,77,2024,7,17,2,Monsoon
2024-07-17,Lucknow,26.8467,80.9462,plains,41.33,78.81,18.21,7.11,0.75,20.05,32.4,86.0,13.4,1003.6,72,2024,7,17,2,Monsoon
2024-07-18,Delhi,28.6139,77.209,metropolitan,64.48,118.01,22.93,8.44,0.9,22.78,27.0,77.9,11.0,1013.5,120,2024,7,18,3,Monsoon
2024-07-18,Mumbai,19.076,72.8777,coastal,32.58,71.55,19.76,7.12,0.84,13.05,34.0,95.0,14.4,1014.0,72,2024,7,18,3,Monsoon
2024-07-18,Bengaluru,12.9716,77.5946,IT_hub,26.95,40.13,11.83,2.72,0.45,10.8,27.2,75.3,24.9,1012.3,49,2024,7,18,3,Monsoon
2024-07-18,Chennai,13.0827,80.2707,coastal,38.82,69.1,16.07,5.35,0.65,19.08,33.0,95.0,14.3,1013.4,64,2024,7,18,3,Monsoon
2024-07-18,Kolkata,22.5726,88.3639,metropolitan,39.46,76.39,17.88,6.07,0.85,18.03,32.5,84.1,11.0,1007.3,77,2024,7,18,3,Monsoon
2024-07-18,Hyderabad,17.385,78.4867,mixed,31.27,65.88,18.67,5.19,0.65,14.5,28.2,77.9,10.3,1005.9,62,2024,7,18,3,Monsoon
2024-07-18,Pune,18.5204,73.8567,mixed,27.22,43.56,16.88,4.23,0.46,14.34,30.9,80.4,11.9,1014.3,47,2024,7,18,3,Monsoon
2024-07-18,Ahmedabad,23.0225,72.5714,industrial,28.53,57.15,19.84,5.52,0.67,11.31,29.8,84.5,21.4,1002.6,60,2024,7,18,3,Monsoon
2024-07-18,Jaipur,26.9124,75.7873,desert,35.85,72.3,20.76,5.85,0.79,14.6,29.0,76.0,6.1,1010.9,71,2024,7,18,3,Monsoon
2024-07-18,Lucknow,26.8467,80.9462,plains,45.22,110.67,17.79,6.64,1.09,16.52,27.6,83.2,19.2,1005.2,118,2024,7,18,3,Monsoon
2024-07-19,Delhi,28.6139,77.209,metropolitan,51.49,99.45,28.49,7.47,0.81,18.62,27.8,72.9,10.0,1002.5,108,2024,7,19,4,Monsoon
2024-07-19,Mumbai,19.076,72.8777,coastal,43.71,83.88,21.42,5.15,0.75,17.01,30.3,80.7,8.1,1002.1,81,2024,7,19,4,Monsoon
2024-07-19,Bengaluru,12.9716,77.5946,IT_hub,28.94,52.78,15.56,4.75,0.59,13.25,30.6,74.9,19.0,1009.1,58,2024,7,19,4,Monsoon
2024-07-19,Chennai,13.0827,80.2707,coastal,42.54,78.16,15.61,5.5,0.77,17.77,36.7,91.8,19.0,1002.1,77,2024,7,19,4,Monsoon
2024-07-19,Kolkata,22.5726,88.3639,metropolitan,40.09,93.19,21.79,5.96,0.8,19.31,33.0,82.0,17.2,1013.2,95,2024,7,19,4,Monsoon
2024-07-19,Hyderabad,17.385,78.4867,mixed,36.25,67.59,13.22,4.61,0.51,13.59,32.7,70.1,12.6,1004.9,66,2024,7,19,4,Monsoon
2024-07-19,Pune,18.5204,73.8567,mixed,28.19,41.07,11.56,3.94,0.48,15.53,30.4,79.1,5.2,1003.3,50,2024,7,19,4,Monsoon
2024-07-19,Ahmedabad,23.0225,72.5714,industrial,32.27,67.1,16.97,5.21,0.64,16.89,32.2,61.8,20.1,1015.8,66,2024,7,19,4,Monsoon
2024-07-19,Jaipur,26.9124,75.7873,desert,38.29,79.99,22.1,5.67,0.59,14.48,29.4,71.5,6.8,1012.8,78,2024,7,19,4,Monsoon
2024-07-19,Lucknow,26.8467,80.9462,plains,39.73,82.91,27.16,6.75,0.72,19.93,28.6,89.3,9.4,1015.4,81,2024,7,19,4,Monsoon
2024-07-20,Delhi,28.6139,77.209,metropolitan,46.71,77.4,25.08,8.44,0.67,15.41,32.6,62.9,11.6,1008.9,84,2024,7,20,5,Monsoon
2024-07-20,Mumbai,19.076,72.8777,coastal,30.17,51.52,14.02,5.36,0.52,14.78,34.2,95.0,21.6,1004.9,50,2024,7,20,5,Monsoon
2024-07-20,Bengaluru,12.9716,77.5946,IT_hub,29.92,54.08,11.6,3.03,0.5,12.54,29.5,79.4,12.4,1009.2,56,2024,7,20,5,Monsoon
2024-07-20,Chennai,13.0827,80.2707,coastal,27.77,64.87,13.53,4.78,0.68,12.78,35.6,95.0,8.6,1017.2,68,2024,7,20,5,Monsoon
2024-07-20,Kolkata,22.5726,88.3639,metropolitan,41.27,70.64,16.22,5.93,0.77,15.16,29.9,82.4,13.6,1018.2,73,2024,7,20,5,Monsoon
2024-07-20,Hyderabad,17.385,78.4867,mixed,24.09,35.6,13.17,3.45,0.53,10.6,28.9,69.8,20.0,1014.9,39,2024,7,20,5,Monsoon
2024-07-20,Pune,18.5204,73.8567,mixed,31.08,39.15,10.91,2.72,0.36,12.2,26.4,91.5,14.5,1014.7,48,2024,7,20,5,Monsoon
2024-07-20,Ahmedabad,23.0225,72.5714,industrial,29.2,77.36,21.7,5.23,0.81,19.09,32.4,74.6,10.2,1010.0,76,2024,7,20,5,Monsoon
2024-07-20,Jaipur,26.9124,75.7873,desert,20.32,46.85,15.63,4.4,0.48,13.48,29.0,74.2,22.7,1004.4,44,2024,7,20,5,Monsoon
2024-07-20,Lucknow,26.8467,80.9462,plains,39.91,65.67,18.85,6.22,0.94,16.18,28.8,84.7,7.3,1003.4,69,2024,7,20,5,Monsoon
2024-07-21,Delhi,28.6139,77.209,metropolitan,44.72,69.73,17.79,5.15,0.6,16.8,30.9,63.4,9.3,1002.2,73,2024,7,21,6,Monsoon
2024-07-21,Mumbai,19.076,72.8777,coastal,39.12,69.61,15.38,5.85,0.63,14.61,31.1,95.0,7.9,1004.1,66,2024,7,21,6,Monsoon
2024-07-21,Bengaluru,12.9716,77.5946,IT_hub,21.24,43.63,12.21,2.97,0.49,12.79,27.0,85.1,12.2,1008.4,43,2024,7,21,6,Monsoon
2024-07-21,Chennai,13.0827,80.2707,coastal,30.8,66.15,16.61,3.49,0.43,11.0,35.0,83.8,7.2,1012.1,64,2024,7,21,6,Monsoon
2024-07-21,Kolkata,22.5726,88.3639,metropolitan,38.43,54.28,14.89,5.64,0.57,15.0,33.5,95.0,16.4,1012.9,69,2024,7,21,6,Monsoon
2024-07-21,Hyderabad,17.385,78.4867,mixed,32.91,47.19,12.5,3.64,0.6,14.36,33.4,87.0,16.0,1010.0,60,2024,7,21,6,Monsoon
2024-07-21,Pune,18.5204,73.8567,mixed,27.47,50.58,13.3,3.58,0.43,13.09,28.0,81.1,5.6,1004.5,55,2024,7,21,6,Monsoon
2024-07-21,Ahmedabad,23.0225,72.5714,industrial,33.06,44.54,15.34,3.16,0.46,11.04,29.3,81.2,23.9,1008.1,54,2024,7,21,6,Monsoon
2024-07-21,Jaipur,26.9124,75.7873,desert,27.71,57.79,18.02,5.61,0.43,13.21,33.0,60.0,16.3,1008.6,61,2024,7,21,6,Monsoon
2024-07-21,Lucknow,26.8467,80.9462,plains,36.26,55.36,13.13,5.21,0.59,13.01,28.5,81.3,21.1,1017.8,56,2024,7,21,6,Monsoon
2024-07-22,Delhi,28.6139,77.209,metropolitan,54.3,116.03,27.0,9.57,0.95,15.4,32.3,78.8,11.4,1008.5,118,2024,7,22,0,Monsoon
2024-07-22,Mumbai,19.076,72.8777,coastal,49.22,69.3,21.62,5.45,0.73,15.35,33.7,83.6,7.4,1015.7,78,2024,7,22,0,Monsoon
2024-07-22,Bengaluru,12.9716,77.5946,IT_hub,29.49,71.86,18.71,4.57,0.54,11.57,29.8,94.7,9.1,1012.9,71,2024,7,22,0,Monsoon
2024-07-22,Chennai,13.0827,80.2707,coastal,25.66,61.97,21.72,6.47,0.81,16.66,34.6,79.0,5.7,1005.0,65,2024,7,22,0,Monsoon
2024-07-22,Kolkata,22.5726,88.3639,metropolitan,52.94,72.68,25.45,6.52,1.0,16.52,30.4,95.0,19.0,1009.6,86,2024,7,22,0,Monsoon
2024-07-22,Hyderabad,17.385,78.4867,mixed,30.14,48.21,11.3,3.65,0.38,9.35,33.3,67.1,20.8,1005.0,53,2024,7,22,0,Monsoon
2024-07-22,Pune,18.5204,73.8567,mixed,28.62,56.96,14.88,4.84,0.45,15.32,28.9,73.3,10.7,1012.0,62,2024,7,22,0,Monsoon
2024-07-22,Ahmedabad,23.0225,72.5714,industrial,31.22,73.41,20.39,7.26,0.65,18.13,30.0,68.1,6.4,1008.7,76,2024,7,22,0,Monsoon
2024-07-22,Jaipur,26.9124,75.7873,desert,34.2,54.69,14.06,3.64,0.67,9.98,33.1,55.3,20.8,1008.5,56,2024,7,22,0,Monsoon
2024-07-22,Lucknow,26.8467,80.9462,plains,41.26,108.23,23.14,8.0,0.93,17.13,29.2,80.1,17.5,1007.9,100,2024,7,22,0,Monsoon
